Country,Name,NumberOfRatings,Price,Rating,Region,Tipology,Winery,Year,_id
Spain,Protocolo Tinto 2018,106,5.95,3.7,Castilla,red,Dominio de Eguren,2018,60f33d7e00b871aef201d98f
France,Rouge 2016,106,16.9,3.9,Bordeaux,red,Bad Boy (Mauvais Garçon),2016,60f33d7e00b871aef201d990
France,Côte de Nuits Villages Le Vaucrain 2016,106,32,4,Côte de Nuits Villages,red,Louis Jadot,2016,60f33d7e00b871aef201d991
Italy,Vino Nobile di Montepulciano 2016,106,17.79,3.9,Vino Nobile di Montepulciano,red,Talosa,2016,60f33d7e00b871aef201d992
Spain,Yotuel Selección 2014,106,15.75,3.6,Ribera del Duero,red,Gallego Zapatero,2014,60f33d7e00b871aef201d993
Spain,Lanzaga Rioja 2014,106,19.95,3.8,Rioja,red,Telmo Rodriguez,2014,60f33d7e00b871aef201d994
United States,Elysian Collection Merlot 2016,106,26.7,3.8,California,red,Bonterra,2016,60f33d7e00b871aef201d995
France,La Tiare du Pape Châteauneuf-du-Pape Rouge 2015,106,45,3.9,Châteauneuf-du-Pape,red,Maison Bouachon,2015,60f33d7e00b871aef201d996
Germany,Spätburgunder Trocken 2015,106,21.4,3.9,Pfalz,red,Ökonomierat Rebholz,2015,60f33d7e00b871aef201d997
Spain,El Chocolatero Cariñena 2014,106,7.75,3.2,Cariñena,red,San Valero,2014,60f33d7e00b871aef201d998
France,Hermitage La Chapelle Rouge 2016,106,249.95,4.3,Hermitage,red,Paul Jaboulet Aîné,2016,60f33d7e00b871aef201d999
Spain,Mas Oliveras Tempranillo 2018,106,6.5,3.2,Catalunya,red,Ramón Roqueta,2018,60f33d7e00b871aef201d99a
Austria,Pannobile 2015,106,22.13,3.9,Burgenland,red,Pittnauer,2015,60f33d7e00b871aef201d99b
Italy,Tempus 2018,106,10.42,3.8,Veneto,red,Stefano Accordini,2018,60f33d7e00b871aef201d99c
France,Le Clos des Fées (Hervé Bizeul) 2013,106,52.53,4.1,Côtes du Roussillon,red,Domaine du Clos des Fées,2013,60f33d7e00b871aef201d99d
Spain,Tío Martín Crianza 2016,106,15.69,3.8,Rioja,red,D. Mateos,2016,60f33d7e00b871aef201d99e
Italy,"Vigna Del Mandorlo Dolcetto d'Alba 2017",106,11.5,3.4,"Dolcetto d'Alba",red,Elvio Cogno,2017,60f33d7e00b871aef201d99f
Italy,Barolo Bussia 2015,106,69,4.1,Barolo,red,Prunotto,2015,60f33d7e00b871aef201d9a0
Spain,Tinto 2015,106,5.8,3.5,Rioja,red,Gran Familia,2015,60f33d7e00b871aef201d9a1
Spain,Finca Cuesta Clara Raro Reserva 2015,106,39.99,4.2,Rioja,red,Campillo,2015,60f33d7e00b871aef201d9a2
France,Fronsac 2005,106,39.95,4,Fronsac,red,Château la Vieille Cure,2005,60f33d7e00b871aef201d9a3
France,Ventoux 2016,106,8.2,3.6,Ventoux,red,Xavier Vignon,2016,60f33d7e00b871aef201d9a4
Chile,Hussonet Cabernet Sauvignon Gran Reserva 2015,1060,15.95,3.7,Maipo Valley,red,Haras de Pirque,2015,60f33d7e00b871aef201d9a5
Italy,Salice Salentino Riserva 2016,1061,8.49,3.9,Salice Salentino,red,Marchese di Borgosole,2016,60f33d7e00b871aef201d9a6
Italy,Chianti Classico 2016,1063,20.86,3.9,Chianti Classico,red,Isole e Olena,2016,60f33d7e00b871aef201d9a7
Italy,Joseph Meczan Pinot Nero - Blauburgunder Alto Adige 2016,1064,13.48,3.6,Südtirol - Alto Adige,red,J. Hofstätter,2016,60f33d7e00b871aef201d9a8
Italy,Brunello di Montalcino 2014,1065,36.63,4.2,Brunello di Montalcino,red,Tenuta Il Poggione,2014,60f33d7e00b871aef201d9a9
United States,Cabernet Sauvignon 2015,1065,17.75,3.8,Columbia Valley,red,Columbia Winery,2015,60f33d7e00b871aef201d9aa
France,Saint-Julien (Grand Cru Classé) 2009,1066,133.06,4.4,Saint-Julien,red,Château Léoville Barton,2009,60f33d7e00b871aef201d9ab
France,Pessac-Léognan (Grand Cru Classé de Graves) 2005,1066,169.95,4.4,Pessac-Léognan,red,Château Smith Haut-Lafitte,2005,60f33d7e00b871aef201d9ac
Mexico,Cabernet Sauvignon 2013,1066,8.65,3.4,Valle de Guadalupe,red,L. A. Cetto,2013,60f33d7e00b871aef201d9ad
Argentina,Malbec 2017,10676,13.5,4.1,Mendoza,red,Catena,2017,60f33d7e00b871aef201d9ae
France,Saint-Estèphe (Grand Cru Classé) 2009,1069,75.98,4.2,Saint-Estèphe,red,Château Lafon-Rochet,2009,60f33d7e00b871aef201d9af
Italy,Amarone della Valpolicella Classico 2014,1069,28.99,4.1,Amarone della Valpolicella Classico,red,Bolla,2014,60f33d7e00b871aef201d9b0
France,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,107,130.97,4,Saint-Émilion Grand Cru,red,Château Belair-Monange,2014,60f33d7e00b871aef201d9b1
France,Margaux (Grand Cru Classé) 2017,107,86.76,4,Margaux,red,Château Lascombes,2017,60f33d7e00b871aef201d9b2
France,Pauillac (Grand Cru Classé) 2017,107,52.64,3.9,Pauillac,red,"Château d'Armailhac",2017,60f33d7e00b871aef201d9b3
France,Figure Libre Freestyle Rouge 2018,107,11.45,3.7,"Pays d'Oc",red,Gayda,2018,60f33d7e00b871aef201d9b4
France,Pinot Noir 2018,107,7.27,3.6,"Pays d'Oc",red,La Forge Estate,2018,60f33d7e00b871aef201d9b5
Spain,Tinto 2018,107,7.35,3.6,Alicante,red,Vergel,2018,60f33d7e00b871aef201d9b6
South Africa,Les Coteaux Cabernet Sauvignon 2015,107,11.5,3.8,Wellington,red,Mont du Toit,2015,60f33d7e00b871aef201d9b7
Italy,"Mayro Montepulciano d'Abruzzo 2015",107,7.75,3.7,"Montepulciano d'Abruzzo",red,Fosso Corno,2015,60f33d7e00b871aef201d9b8
Italy,"Barbera d'Alba 2018",107,17,3.9,"Barbera d'Alba",red,Comm. G.B. Burlotto,2018,60f33d7e00b871aef201d9b9
Germany,Blauer Spätburgunder 2015,107,11.31,3.7,Baden,red,Ziereisen,2015,60f33d7e00b871aef201d9ba
United States,Promontory 2013,107,721.34,4.7,Napa Valley,red,Promontory,2013,60f33d7e00b871aef201d9bb
Spain,Tempranillo - Merlot 2015,107,13.95,3.7,Ribera del Duero,red,"Rolland & Galarreta 'R&G'",2015,60f33d7e00b871aef201d9bc
Austria,Sankt Laurent 2017,107,13.2,3.6,Burgenland,red,Umathum,2017,60f33d7e00b871aef201d9bd
France,Gigondas 2017,107,24.8,3.9,Gigondas,red,M. Chapoutier,2017,60f33d7e00b871aef201d9be
Greece,Driopi Classic Agiorgitiko Nemea 2017,107,11.5,3.7,Nemea,red,Κτημα Τσελεπου (Ktima Tselepos),2017,60f33d7e00b871aef201d9bf
Argentina,Magna Malbec 2018,107,8.95,3.5,San Juan,red,Callia,2018,60f33d7e00b871aef201d9c0
Italy,Nero 2010,107,25.12,4,Salento,red,Conti Zecca,2010,60f33d7e00b871aef201d9c1
Italy,Salice Salentino 2017,107,6.25,3.6,Salice Salentino,red,Epicuro,2017,60f33d7e00b871aef201d9c2
Italy,Valpolicella Superiore 2014,107,15.84,3.7,Valpolicella,red,Rocca Sveva,2014,60f33d7e00b871aef201d9c3
France,Gevrey-Chambertin 2015,107,50.9,4.1,Gevrey-Chambertin,red,Chanson,2015,60f33d7e00b871aef201d9c4
Spain,Pago de los Balagueses Garnacha Tintorera - Merlot 2014,107,16.9,3.8,Valencia,red,Vegalfaro,2014,60f33d7e00b871aef201d9c5
Italy,Barolo Liste 2013,107,80.01,4.2,Barolo,red,Borgogno,2013,60f33d7e00b871aef201d9c6
Argentina,Adrianna Vineyard Fortuna Terrae Malbec 2016,107,89.9,4.6,Mendoza,red,Catena Zapata,2016,60f33d7e00b871aef201d9c7
Moldova,Malbec de Purcari 2018,107,11.98,4.1,South Eastern,red,Château Purcari,2018,60f33d7e00b871aef201d9c8
France,Esprit de Granit Saint-Joseph 2012,107,27.93,4,Saint-Joseph,red,Cave de Tain,2012,60f33d7e00b871aef201d9c9
Italy,Bachgart Blauburgunder 2016,107,19.9,3.8,Südtirol - Alto Adige,red,Klaus Lentsch,2016,60f33d7e00b871aef201d9ca
Spain,Crianza 2016,1070,7.99,3.5,Rioja,red,Campo Viejo,2016,60f33d7e00b871aef201d9cb
France,Margaux de Brane (Margaux de Henri Lurton) 2014,1070,34.2,3.8,Margaux,red,Château Brane-Cantenac,2014,60f33d7e00b871aef201d9cc
South Africa,Shiraz 2017,1070,10.9,3.6,Swartland,red,Allesverloren,2017,60f33d7e00b871aef201d9cd
Italy,Rubesco Rosso di Torgiano 2016,1071,9.8,3.7,Torgiano,red,Lungarotti,2016,60f33d7e00b871aef201d9ce
United States,Yamhill Cuvée Pinot Noir 2014,1071,59,4.3,Willamette Valley,red,Domaine Serene,2014,60f33d7e00b871aef201d9cf
Argentina,Gran Enemigo 2015,1072,62.39,4.5,Mendoza,red,El Enemigo,2015,60f33d7e00b871aef201d9d0
Spain,Macán Clásico 2015,1073,48.54,4.3,Rioja,red,Benjamin de Rothschild - Vega Sicilia,2015,60f33d7e00b871aef201d9d1
United States,Zinfandel 2016,1075,17.29,3.9,North Coast,red,Ghost Pines,2016,60f33d7e00b871aef201d9d2
Argentina,Reserve Malbec 2016,1076,13.09,3.8,Tupungato,red,Sophenia,2016,60f33d7e00b871aef201d9d3
France,Saint-Estèphe 2011,1077,36.9,3.9,Saint-Estèphe,red,Château de Pez,2011,60f33d7e00b871aef201d9d4
Italy,Rosso di Montalcino Leopoldo Franceschi 2014,1077,21.34,3.9,Rosso di Montalcino,red,Tenuta Il Poggione,2014,60f33d7e00b871aef201d9d5
France,Saint-Estèphe (Grand Cru Classé) 2005,1077,79.95,4.1,Saint-Estèphe,red,Château Lafon-Rochet,2005,60f33d7e00b871aef201d9d6
United States,Diamond Collection Zinfandel (Red Label) 2016,1078,21.39,3.9,Napa Valley,red,Francis Ford Coppola,2016,60f33d7e00b871aef201d9d7
United States,Overture N.V.,10799,154.99,4.4,Napa Valley,red,Opus One,NaN,60f33d7e00b871aef201d9d8
Italy,Nèprica Cabernet Sauvignon 2018,108,8.33,3.5,Puglia,red,Tormaresca,2018,60f33d7e00b871aef201d9d9
Italy,Veneto Rosso del Bepi 2010,108,115.92,4.4,Veneto,red,Quintarelli Giuseppe,2010,60f33d7e00b871aef201d9da
Italy,Taurasi 2015,108,17.45,4.1,Taurasi,red,Feudi di San Gregorio,2015,60f33d7e00b871aef201d9db
Chile,Tributo Carmenère 2018,108,9.64,3.7,Colchagua Valley,red,Caliterra,2018,60f33d7e00b871aef201d9dc
France,Lalande-de-Pomerol 2014,108,20.37,4,Lalande-de-Pomerol,red,Château Les Hauts-Conseillants,2014,60f33d7e00b871aef201d9dd
France,"Coteaux Du Languedoc La Clape L'Hospitalitas 2015",108,71.39,4.4,La Clape,red,Gérard Bertrand,2015,60f33d7e00b871aef201d9de
South Africa,Shiraz 2015,108,15.55,4,Stellenbosch,red,Kaapzicht,2015,60f33d7e00b871aef201d9df
France,Gigondas Valbelle 2015,108,49.95,4.3,Gigondas,red,Château de Saint Cosme,2015,60f33d7e00b871aef201d9e0
Italy,Primitivo di Manduria 2018,108,8.28,4.1,Primitivo di Manduria,red,Terre di Campo Sasso,2018,60f33d7e00b871aef201d9e1
South Africa,Redhill Pinotage 2017,108,19.4,4.2,Stellenbosch,red,Simonsig,2017,60f33d7e00b871aef201d9e2
Spain,Finca Dofí 2017,108,69.95,4.4,Priorat,red,Álvaro Palacios,2017,60f33d7e00b871aef201d9e3
Chile,Unique Selection 2015,108,28.9,4.2,Colchagua Valley,red,Siegel,2015,60f33d7e00b871aef201d9e4
Italy,Sud Malvasia Nera 2016,108,7.25,3.9,Salento,red,San Marzano,2016,60f33d7e00b871aef201d9e5
Italy,Alboreto Nobile di Montepulciano 2016,108,14.13,3.9,Vino Nobile di Montepulciano,red,Talosa,2016,60f33d7e00b871aef201d9e6
Spain,Tempranillo Reserva 2010,108,34.9,4.2,Rioja,red,Bodegas Amaren,2010,60f33d7e00b871aef201d9e7
France,Bordeaux Supérieur 2017,108,7.35,3.5,Bordeaux Supérieur,red,Château Picon,2017,60f33d7e00b871aef201d9e8
Italy,Valpolicella Valpantena 2017,108,15.67,3.8,Valpolicella Valpantena,red,Costa Arente,2017,60f33d7e00b871aef201d9e9
Italy,Poggio Al Tufo Alicante 2015,108,20.32,3.9,Maremma Toscana,red,Tommasi,2015,60f33d7e00b871aef201d9ea
Spain,Conde de Valdemar Reserva 2012,108,13.26,4,Rioja,red,Bodegas Valdemar,2012,60f33d7e00b871aef201d9eb
France,Rondeur Appassimento 2018,108,9.37,4.2,"Pays d'Oc",red,Domaine La Grange,2018,60f33d7e00b871aef201d9ec
Spain,Zarihs Syrah 2016,108,15.69,4.1,Campo de Borja,red,Borsao,2016,60f33d7e00b871aef201d9ed
Spain,Merlot Selección 2016,108,11.95,4,Extremadura,red,Coloma,2016,60f33d7e00b871aef201d9ee
Spain,Tinto 2000,108,35,4.1,Castilla y León,red,Dehesa La Granja,2000,60f33d7e00b871aef201d9ef
Italy,Siebeneich Merlot Riserva 2016,108,19.01,3.8,Südtirol - Alto Adige,red,Colterenzio (Schreckbichl),2016,60f33d7e00b871aef201d9f0
South Africa,Cabernet Sauvignon 2017,108,11.99,3.8,Stellenbosch,red,Stark-Condé,2017,60f33d7e00b871aef201d9f1
Italy,Amarone 2012,108,29.12,4.2,Amarone della Valpolicella,red,Musella,2012,60f33d7e00b871aef201d9f2
Spain,Reserva 2012,108,13.95,3.9,Rioja,red,Ortega Ezquerro,2012,60f33d7e00b871aef201d9f3
Portugal,Palha Canas Tinto 2016,108,8.9,3.6,Lisboa,red,Casa Santos Lima,2016,60f33d7e00b871aef201d9f4
Italy,12 e Mezzo Primitivo del Salento 2017,1080,7.25,3.9,Salento,red,Varvaglione,2017,60f33d7e00b871aef201d9f5
Italy,50 & 50 2013,1081,112,4.4,Toscana,red,Capannelle,2013,60f33d7e00b871aef201d9f6
Moldova,Cabernet Sauvignon de Purcari 2017,1082,12.98,4.1,South Eastern,red,Château Purcari,2017,60f33d7e00b871aef201d9f7
Italy,"Ca'Marcanda Promis Toscana 2017",1083,30.9,4,Toscana,red,Gaja,2017,60f33d7e00b871aef201d9f8
Spain,Cabernet Sauvignon - Merlot 2015,1084,9.5,3.6,Somontano,red,Enate,2015,60f33d7e00b871aef201d9f9
Spain,Conde de Valdemar Gran Reserva 2008,1084,19.99,4,Rioja,red,Bodegas Valdemar,2008,60f33d7e00b871aef201d9fa
South Africa,Whole Berry Cabernet Sauvignon 2017,1084,16.75,4.1,Robertson,red,Springfield Estate,2017,60f33d7e00b871aef201d9fb
Spain,Clásico Garnacha 2018,1085,5.99,3.6,Campo de Borja,red,Borsao,2018,60f33d7e00b871aef201d9fc
Chile,Sideral 2017,1085,21.45,4.2,Cachapoal Valley,red,Altaïr,2017,60f33d7e00b871aef201d9fd
United States,Charles Wetmore Cabernet Sauvignon 2014,1086,21.1,4,Livermore Valley,red,Wente,2014,60f33d7e00b871aef201d9fe
France,Saint-Estèphe 2012,1089,33.9,4,Saint-Estèphe,red,Château de Pez,2012,60f33d7e00b871aef201d9ff
Chile,Gran Reserva Cabernet Sauvignon 2017,1089,11.65,3.8,Maipo Valley,red,Carmen,2017,60f33d7e00b871aef201da00
Australia,Mentor Cabernet 2013,109,32.69,3.9,Barossa,red,Peter Lehmann,2013,60f33d7e00b871aef201da01
France,Montagne-Saint-Émilion 2016,109,27.2,4,Montagne-Saint-Émilion,red,Clos de Bouard,2016,60f33d7e00b871aef201da02
France,Les Cépages Cabernet Sauvignon 2018,109,7.27,3.4,"Pays d'Oc",red,Baron Philippe de Rothschild,2018,60f33d7e00b871aef201da03
France,"L'Esprit Terroir La Clape 2015",109,14.95,3.8,La Clape,red,Château Rouquette Sur Mer,2015,60f33d7e00b871aef201da04
France,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,109,224.95,4.3,Saint-Émilion Grand Cru,red,Château Belair-Monange,2015,60f33d7e00b871aef201da05
United States,Pinot Noir 2017,109,16.72,3.7,Central Coast,red,Ryder Estate,2017,60f33d7e00b871aef201da06
France,Malbec 2018,109,6.45,3.7,Comté Tolosan,red,Carmelle,2018,60f33d7e00b871aef201da07
United States,Merlot 2015,109,8.29,3.6,Washington,red,Stimson Estate Cellars,2015,60f33d7e00b871aef201da08
Austria,Blaufränkisch 2017,109,8.98,3.5,Burgenland,red,Krutzler,2017,60f33d7e00b871aef201da09
Italy,I Sodi del Paretaio 2018,109,7.99,3.5,Chianti,red,Badia di Morrona,2018,60f33d7e00b871aef201da0a
France,Villa Blanche Syrah 2017,109,7.4,3.8,"Pays d'Oc",red,Calmel & Joseph,2017,60f33d7e00b871aef201da0b
Spain,Arbossar 2016,109,60,4,Priorat,red,Terroir Al Límit Soc. Lda,2016,60f33d7e00b871aef201da0c
Italy,Amarone Della Valpolicella Marta Galli 2007,109,59.9,4.3,Amarone della Valpolicella,red,Le Ragose,2007,60f33d7e00b871aef201da0d
South Africa,Vera Cruz Shiraz 2014,109,35.5,4.3,Stellenbosch,red,Delheim,2014,60f33d7e00b871aef201da0e
Italy,"Poggio d'Arna Toscana 2016",109,12.58,4,Toscana,red,Tenuta di Sesta,2016,60f33d7e00b871aef201da0f
Spain,Contador Rioja 2014,109,328.95,4.6,Rioja,red,Bodega Contador (Benjamín Romeo),2014,60f33d7e00b871aef201da10
France,Fronsac 2015,109,22.37,4,Fronsac,red,Château Moulin Haut-Laroque,2015,60f33d7e00b871aef201da11
Germany,Pinot Noir *** 2014,109,29.95,3.6,Baden,red,Weingut Holger Koch,2014,60f33d7e00b871aef201da12
Germany,Lemberger Trocken 2014,109,9.6,3.2,Württemberg,red,Grafen Neipperg,2014,60f33d7e00b871aef201da13
Spain,Sestal 2014,109,31.68,4.2,Mallorca,red,Ses Talaioles,2014,60f33d7e00b871aef201da14
France,Pomerol 2012,109,68.81,4.1,Pomerol,red,Château Gombaude-Guillot,2012,60f33d7e00b871aef201da15
Spain,Priorat Cruor 2016,109,20.99,4.1,Priorat,red,Casa Gran del Siurana,2016,60f33d7e00b871aef201da16
France,Domaine de la Madone Beaujolais Le Perréon 2018,109,8.67,3.7,Beaujolais,red,Jean-Marc Despres,2018,60f33d7e00b871aef201da17
France,Saint-Estèphe 2016,109,24.75,3.8,Saint-Estèphe,red,Château Clauzet,2016,60f33d7e00b871aef201da18
Italy,Valpolicella Superiore 2014,1092,13.16,3.7,Valpolicella,red,Allegrini,2014,60f33d7e00b871aef201da19
Australia,The Scribbler Cabernet - Shiraz 2013,1093,20.76,3.6,Barossa Valley,red,Yalumba,2013,60f33d7e00b871aef201da1a
United States,Boom Boom! Syrah 2016,1093,18.42,3.5,Columbia Valley,red,Charles Smith,2016,60f33d7e00b871aef201da1b
France,Margaux (Grand Cru Classé) 2010,1094,79,4.2,Margaux,red,Château Prieuré-Lichine,2010,60f33d7e00b871aef201da1c
Spain,Crianza Tempranillo 2016,1097,12.6,3.8,Rioja,red,Baigorri,2016,60f33d7e00b871aef201da1d
Spain,Berola 2014,1098,14.5,3.9,Campo de Borja,red,Borsao,2014,60f33d7e00b871aef201da1e
Austria,Blaufränkisch 2017,110,14.9,3.7,Burgenland,red,Rosi Schuster,2017,60f33d7e00b871aef201da1f
Germany,Spätburgunder 2017,110,12.4,3.5,Ahr,red,Jean Stodden,2017,60f33d7e00b871aef201da20
Italy,Brunello di Montalcino Riserva 2011,110,447.43,4.5,Brunello di Montalcino,red,Biondi-Santi,2011,60f33d7e00b871aef201da21
Argentina,Cabernet Sauvignon 2015,110,16.99,3.8,Uco Valley,red,DiamAndes,2015,60f33d7e00b871aef201da22
South Africa,Italian Collection Tosca 2011,110,24.32,4,Stellenbosch,red,Morgenster Estate,2011,60f33d7e00b871aef201da23
South Africa,Cabernet Sauvignon 2016,110,21.34,4.1,Stellenbosch,red,Meerlust,2016,60f33d7e00b871aef201da24
France,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,110,58.95,4.2,Saint-Émilion Grand Cru,red,Clos des Jacobins,2005,60f33d7e00b871aef201da25
Italy,"Nero d'Avola 2018",110,7.53,3.6,Terre Siciliane,red,Fatascia,2018,60f33d7e00b871aef201da26
France,Givry 2017,110,19.4,3.9,Givry,red,Joseph Drouhin,2017,60f33d7e00b871aef201da27
France,Bordeaux Réserve Rouge 2015,110,18.9,3.4,Bordeaux,red,Château Rauzan Despagne,2015,60f33d7e00b871aef201da28
Italy,"Bricco Dei Merli Barbera d'Alba 2014",110,19.95,3.6,"Barbera d'Alba",red,Elvio Cogno,2014,60f33d7e00b871aef201da29
France,Bandol Rouge 2007,110,59,3.9,Bandol,red,"Gros' Noré",2007,60f33d7e00b871aef201da2a
United States,Teldeschi Vineyard Zinfandel 2016,110,33.95,4,Dry Creek Valley,red,Ravenswood,2016,60f33d7e00b871aef201da2b
Italy,Ornato Barolo 2015,110,81.97,4.2,Barolo,red,Pio Cesare,2015,60f33d7e00b871aef201da2c
Italy,Colledilà Chianti Classico Gran Selezione 2016,110,45,4.2,Chianti Classico,red,Ricasoli,2016,60f33d7e00b871aef201da2d
France,Pomerol 2013,110,31.2,3.8,Pomerol,red,Château La Grave (Trigant de Boisset),2013,60f33d7e00b871aef201da2e
Italy,1921 Primitivo di Manduria Riserva 2012,110,39.9,4.1,Primitivo di Manduria,red,Varvaglione,2012,60f33d7e00b871aef201da2f
Spain,Martelo Reserva 2012,110,28.41,4,Rioja,red,Torre de Oña,2012,60f33d7e00b871aef201da30
Italy,Rosso di Montepulciano Prugnolo 2017,110,12.9,3.7,Rosso di Montepulciano,red,Boscarelli,2017,60f33d7e00b871aef201da31
United States,Valley Oaks Cabernet Sauvignon 2016,1102,11.19,3.6,California,red,Fetzer,2016,60f33d7e00b871aef201da32
France,Saint-Julien (Grand Cru Classé) 2005,1103,88.95,4.2,Saint-Julien,red,Château Branaire-Ducru,2005,60f33d7e00b871aef201da33
United States,The Pundit 2016,1104,27.99,3.9,Columbia Valley,red,Tenet Wines,2016,60f33d7e00b871aef201da34
United States,Pinot Noir 2016,1105,34.32,3.9,Los Carneros,red,Black Stallion,2016,60f33d7e00b871aef201da35
Chile,"Don Maximiano Founder's Reserve 2015",1106,83.6,4.4,Aconcagua Valley,red,Errazuriz,2015,60f33d7e00b871aef201da36
Italy,Marne 180 Amarone della Valpolicella 2015,1106,31.9,4.3,Amarone della Valpolicella,red,Tedeschi,2015,60f33d7e00b871aef201da37
Italy,"Chronicon Montepulciano d'Abruzzo 2013",1106,11.95,3.9,"Montepulciano d'Abruzzo",red,Cantina Zaccagnini,2013,60f33d7e00b871aef201da38
France,Emilien 2015,1106,39.9,4,Côtes de Bordeaux,red,Château le Puy,2015,60f33d7e00b871aef201da39
Italy,Pinot Nero 2016,111,11.5,3.6,Südtirol - Alto Adige,red,Castel Sallegg,2016,60f33d7e00b871aef201da3a
Portugal,Single Estate Red 2015,111,9.65,3.9,Alentejano,red,Azamor,2015,60f33d7e00b871aef201da3b
Austria,Pinot Noir 2018,111,11.95,3.8,Neusiedlersee,red,Pittnauer,2018,60f33d7e00b871aef201da3c
France,Fronsac 2013,111,17.5,3.8,Fronsac,red,Château Moulin Haut-Laroque,2013,60f33d7e00b871aef201da3d
Germany,Pinot Noir 2018,111,9.9,3.7,Pfalz,red,Matthias Gaul,2018,60f33d7e00b871aef201da3e
Italy,Vürsù Barbaresco Gallina 2014,111,115.7,4.3,Barbaresco,red,La Spinetta,2014,60f33d7e00b871aef201da3f
Italy,Montesodi Toscana 2016,111,44.57,4.2,Toscana,red,Castello Nipozzano,2016,60f33d7e00b871aef201da40
Italy,Colle Ambro Rosso Piceno 2017,111,7.9,3.5,Rosso Piceno,red,Garofoli,2017,60f33d7e00b871aef201da41
Spain,AN/2 2018,111,19.99,4.1,Mallorca,red,Ànima Negra,2018,60f33d7e00b871aef201da42
France,Oraison Côtes du Rhône 2016,111,8.5,3.4,Côtes-du-Rhône,red,Badet Clement,2016,60f33d7e00b871aef201da43
Italy,Etna San Lorenzo Rosso 2017,111,39.9,4.2,Etna,red,Tenuta delle Terre Nere,2017,60f33d7e00b871aef201da44
Italy,Negroamaro 2017,111,6.75,3.5,Puglia,red,A Mano,2017,60f33d7e00b871aef201da45
Italy,Breg Rosso 2004,111,95.55,4.2,Venezia Giulia,red,Gravner,2004,60f33d7e00b871aef201da46
France,Gigondas Le Claux 2011,111,59.95,4.3,Gigondas,red,Château de Saint Cosme,2011,60f33d7e00b871aef201da47
France,Côtes du Rhône Villages Sablet 2012,111,10.67,3.8,"Côtes-du-Rhône-Villages 'Sablet'",red,Château du Trignon,2012,60f33d7e00b871aef201da48
Italy,Paleo 2016,111,92.05,4.5,Toscana,red,Le Macchiole,2016,60f33d7e00b871aef201da49
Spain,Dominio de Fontana Garnacha - Syrah 2017,111,7.36,3.6,Uclés,red,Bodegas Fontana,2017,60f33d7e00b871aef201da4a
Italy,Rosso di Montalcino 2017,111,20.9,4,Rosso di Montalcino,red,Casanova di Neri,2017,60f33d7e00b871aef201da4b
Spain,Carchelo (C) 2017,111,8.92,3.6,Jumilla,red,Carchelo,2017,60f33d7e00b871aef201da4c
Spain,Reserva Rioja (Finca Ygay) 2016,111,18,4,Rioja,red,Marqués de Murrieta,2016,60f33d7e00b871aef201da4d
Argentina,Barrel Selection Cabernet Sauvignon 2018,111,12.9,3.6,Uco Valley,red,Salentein,2018,60f33d7e00b871aef201da4e
South Africa,Syrah 2016,111,13.99,4.1,Stellenbosch,red,Zevenwacht,2016,60f33d7e00b871aef201da4f
Italy,"Don Antonio Nero d'Avola (Riserva) 2016",111,25.9,4.2,Sicilia,red,Morgante,2016,60f33d7e00b871aef201da50
Germany,Wunderwerk Spätburgunder 2014,111,27,3.8,Rheinhessen,red,Dreissigacker,2014,60f33d7e00b871aef201da51
France,"Clos d'Ora 2015",111,229,4.5,Minervois La Livinière,red,Gérard Bertrand,2015,60f33d7e00b871aef201da52
France,Hommage à Jacques Perrin Châteauneuf-du-Pape 2016,111,515,4.6,Châteauneuf-du-Pape,red,Château de Beaucastel,2016,60f33d7e00b871aef201da53
United States,"Director's Cut Zinfandel 2015",1110,32.5,4.1,Dry Creek Valley,red,Francis Ford Coppola,2015,60f33d7e00b871aef201da54
